G1989J78C00A  C2003 03 02.10670 08 27 42.87 +03 11 38.6          14.5 Vii5973921
G1989J78C00A  C2003 03 02.11088 08 27 42.25 +03 12 14.2          14.3 Vii5973921
G1989J78C00A  C2003 03 02.11654 08 27 41.08 +03 13 02.0          14.6 Vii5973921
G1989J78C00A  C2003 03 02.51553 08 26 38.50 +04 08 03.6          14.8 Vmh3602379
G1989J78C00A  C2003 03 02.51572 08 26 38.67 +04 08 05.6          15.3 Vmh3602300
G1989J78C00A  C2003 03 02.51644 08 26 38.34 +04 08 11.2          14.9 Vmh3602379
G1989J78C00A  C2003 03 02.51713 08 26 38.41 +04 08 18.0          14.9 Vmh3602300
G1989J78C00A  C2003 03 02.51771 08 26 38.13 +04 08 21.8          14.9 Vmh3602379
G1989J78C00A  C2003 03 02.51841 08 26 38.20 +04 08 28.5          14.7 Vmh3602300
G1989J78C00A  C2003 03 02.51909 08 26 37.92 +04 08 33.2          14.8 Vmh3602379
G1989J78C00A  C2003 03 02.51969 08 26 37.99 +04 08 39.3          14.6 Vmh3602300
G1989J78C00A  C2003 03 02.52066 08 26 37.64 +04 08 46.3          14.8 Vmh3602379
G1989J78C00A  C2003 03 02.52097 08 26 37.79 +04 08 50.1          14.6 Vmh3602300
G1989J78C00A  C2003 03 02.52225 08 26 37.55 +04 09 00.6          14.6 Vmh3602300
G1989J78C00A  C2003 03 02.52638 08 26 36.66 +04 09 34.1          14.6 Vmh3602379
G1989J78C00A  C2003 03 02.97153 08 25 27.54 +05 11 22.3          15.6 Vch3602J93
G1989J78C00A  C2003 03 02.97295 08 25 27.32 +05 11 34.5          15.7 Vch3602J93
G1989J78C00A  C2003 03 02.97663 08 25 26.68 +05 12 04.7          15.5 Vch3602J93
G1989J78C00A  C2003 03 03.64530 08 23 43.34 +06 46 19.6          15.5 Vmh3602300
G1989J78C00A  C2003 03 03.64659 08 23 43.14 +06 46 30.3                mh3602300
G1989J78C00A  C2003 03 03.64786 08 23 42.93 +06 46 40.1                mh3602300
